chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
X	115000000	115050000	X	130850000	130900000	0,255,255	619	59.8216	47.1159	47.1654	0.0	0.0	0.0	0.0	7	115046428	130889285	88352.2634061
X	130900000	130950000	X	153750000	153800000	0,255,255	393	43.3405	40.5877	47.9396	2.72675989683e-198	1.34793470703e-198	1.36367985602e-198	2.75117237545e-198	4	130900000	153775000	75000.0
X	47050000	47100000	X	56750000	56800000	0,255,255	197	64.0441	60.3381	59.0784	2.20529855921e-24	7.70658042876e-37	9.32309024352e-37	1.30265404914e-24	2	47075000	56800000	25000.0
X	56800000	56850000	X	75350000	75400000	0,255,255	194	38.071	31.1849	29.0327	5.83722296763e-63	2.90263118196e-63	1.1454362427e-78	8.67297538144e-49	3	56808333	75358333	37267.799625
X	130900000	130950000	X	137800000	137850000	0,255,255	170	68.6131	74.5768	72.5818	7.10733909572e-15	7.46591689734e-15	2.99322720186e-15	1.25467551631e-07	3	130925000	137825000	50000.0
X	130900000	130950000	X	153150000	153200000	0,255,255	164	65.585	68.743	89.928	3.93003649918e-13	4.95397653235e-13	2.59346571895e-06	4.17859989413e-13	2	130900000	153175000	25000.0
X	1600000	1650000	X	13000000	13050000	0,255,255	156	31.6182	36.7375	43.2645	1.80982108361e-39	2.15989410315e-39	1.25929395788e-28	1.45175873489e-28	3	1625000	13025000	50000.0
X	123500000	123550000	X	130900000	130950000	0,255,255	145	68.2142	63.2726	65.3697	4.35910179496e-08	7.23004132768e-08	4.74780554514e-08	6.45318720247e-15	3	123525000	130875000	50000.0
X	130900000	130950000	X	139800000	139850000	0,255,255	142	62.2172	61.2468	67.8034	2.06398492985e-07	4.79215947208e-14	2.29727431706e-07	2.89990933392e-07	2	130900000	139825000	25000.0
X	1600000	1650000	X	7000000	7050000	0,255,255	141	40.9309	45.6525	40.1145	1.54077616117e-21	9.69386257544e-22	8.98983803233e-22	4.50762816113e-07	1	1625000	7025000	0
X	118750000	118800000	X	130850000	130900000	0,255,255	138	41.5989	52.3872	40.9039	2.85606514662e-20	9.9024970876e-13	1.5235698163e-20	2.04171659114e-06	1	118775000	130875000	0
X	39700000	39750000	X	46550000	46600000	0,255,255	120	51.6855	51.4698	60.0894	3.89624354177e-07	2.12149961382e-07	2.69068462422e-07	3.20792403719e-13	1	39725000	46575000	0
X	130900000	130950000	X	150850000	150900000	0,255,255	118	55.1963	57.3246	59.1486	1.21038583192e-06	7.16462378274e-07	8.97387950734e-07	9.01874142789e-07	1	130925000	150875000	0
X	56800000	56850000	X	73050000	73100000	0,255,255	111	31.6882	33.1646	40.1764	1.67690342158e-16	2.72899940067e-16	2.27202198759e-10	3.79618353627e-16	1	56825000	73075000	0
X	1600000	1650000	X	11750000	11800000	0,255,255	98	27.7977	28.9639	36.6224	7.06336880493e-17	1.56508790056e-16	2.7387051765e-11	3.57848918809e-11	1	1625000	11775000	0
X	75350000	75400000	X	130850000	130900000	0,255,255	92	12.8131	11.3353	13.2275	1.95239415862e-34	2.97050123849e-41	1.7707480992e-33	1.78430862145e-33	3	75375000	130875000	50000.0
X	75350000	75400000	X	115000000	115050000	0,255,255	91	26.2093	22.2867	30.5085	1.02897753863e-13	9.57580345839e-19	8.38675493434e-14	4.83068268284e-19	2	75375000	114975000	50000.0
X	56800000	56850000	X	69300000	69350000	0,255,255	90	35.273	33.1402	35.023	1.83642897997e-08	2.24383086823e-08	1.76248611281e-08	2.20697149938e-08	1	56825000	69325000	0
X	56800000	56850000	X	70350000	70400000	0,255,255	83	35.1181	31.661	32.3896	3.27475775212e-06	3.37745067762e-06	3.01948582557e-06	3.61787587092e-06	1	56825000	70375000	0
X	1600000	1650000	X	9950000	10000000	0,255,255	79	28.8917	27.961	24.597	8.26765260848e-09	1.70240036546e-08	4.54177331396e-09	5.28025524027e-05	1	1625000	9975000	0
X	56800000	56850000	X	130850000	130900000	0,255,255	71	7.1097	6.49855	5.57101	1.97976064918e-37	8.79790011824e-37	7.48620915353e-43	2.99163528702e-30	5	56805000	130885000	63245.5532034
X	29550000	29600000	X	46550000	46600000	0,255,255	67	22.31	18.7918	21.967	2.28581854613e-08	3.6166145483e-11	2.74101659706e-08	1.21071297533e-11	1	29575000	46575000	0
X	56800000	56850000	X	115000000	115050000	0,255,255	67	24.8806	14.6082	14.5773	6.70660391335e-05	2.59927095981e-16	7.36210924797e-17	1.21071297533e-11	1	56825000	115025000	0
X	115000000	115050000	X	153750000	153800000	0,255,255	65	19.5827	15.0577	14.3112	1.26853821759e-07	3.02093891215e-15	8.98425242266e-16	8.00454204791e-11	2	115050000	153775000	25000.0
X	47050000	47100000	X	73050000	73100000	0,255,255	63	22.7955	22.4152	23.7306	7.48664524751e-07	2.12360681476e-06	7.92365156787e-07	1.58364734948e-06	1	47075000	73075000	0
X	1600000	1650000	X	13700000	13750000	0,255,255	58	11.9642	14.3697	12.8936	1.10389245001e-16	3.07614964605e-11	6.09896585438e-12	7.67632029454e-05	2	1625000	13750000	25000.0
X	73050000	73100000	X	130850000	130900000	0,255,255	51	13.0521	10.5773	12.131	1.1586976627e-08	7.55437532311e-11	1.37057427758e-11	5.47196670581e-05	1	73075000	130875000	0
